,explicit,key,mode,danceability,loudness,speechiness,energy,valence,acousticness,tempo,instrumentalness,liveness,popularidad_predicha
Song_8963,0,11,1,0.51,-50.24,0.66,0.52,0.75,0.75,179.75,0.32,0.90,60.09
Song_8964,0,9,0,0.54,-54.59,0.02,0.80,0.79,0.42,73.13,0.69,0.03,62.20
Song_8965,0,3,1,0.25,-15.06,0.97,0.31,0.87,0.29,158.43,0.15,0.30,59.42
Song_8966,0,5,1,0.39,-45.26,0.59,0.76,0.92,0.96,162.51,0.37,0.29,60.15
Song_8967,0,8,0,0.03,-11.97,0.60,0.51,0.38,0.76,69.27,0.20,0.75,60.70
Song_8968,1,4,0,0.69,-14.49,0.91,0.12,0.44,0.83,143.48,0.36,0.20,60.15
Song_8969,1,11,1,0.31,-48.10,0.66,0.75,0.05,0.31,147.04,0.55,0.07,63.13
Song_8970,1,9,1,0.54,-5.50,0.48,0.65,0.93,0.35,131.68,0.46,0.39,60.46
Song_8971,0,7,0,0.25,-50.32,0.11,0.08,0.59,0.17,156.58,0.57,0.72,60.97
Song_8972,0,7,0,0.62,-12.17,0.96,0.45,0.71,0.45,94.57,0.30,0.06,59.78
Song_8973,1,3,1,0.45,-34.77,0.08,0.49,0.44,1.00,96.58,0.09,0.17,63.49
Song_8974,0,10,1,0.48,-49.02,0.17,0.65,0.47,0.59,189.34,0.11,0.63,60.62
Song_8975,1,9,1,0.94,-3.71,0.82,0.68,0.54,0.72,155.08,0.36,0.71,59.96
Song_8976,0,8,1,0.71,-2.20,0.49,0.19,0.80,0.74,115.58,0.42,0.00,60.71
Song_8977,1,8,0,0.26,-29.32,0.18,0.03,0.61,0.20,154.03,0.72,0.94,63.19
Song_8978,1,4,0,0.50,-31.85,0.29,0.79,0.81,0.06,164.75,0.29,0.38,62.88
Song_8979,1,5,1,0.47,-5.95,0.99,0.98,0.22,0.12,102.31,0.71,0.36,59.97
Song_8980,0,4,1,0.80,-24.23,0.58,0.94,0.21,0.72,132.76,0.61,0.84,59.62
Song_8981,1,2,0,0.83,-44.04,0.40,0.50,0.21,0.46,76.06,0.28,0.11,63.12
Song_8982,0,10,1,0.28,-34.49,0.88,0.53,0.00,0.90,144.17,0.98,0.23,60.98
Song_8983,0,7,1,0.82,-9.84,0.48,0.93,0.18,0.37,156.31,0.27,0.85,60.43
Song_8984,0,8,1,0.18,-8.43,0.31,0.54,0.12,0.10,164.05,0.53,0.56,61.29
Song_8985,0,3,1,0.76,-3.64,0.16,0.28,0.45,0.97,194.47,0.84,0.62,61.11
Song_8986,0,8,1,0.25,-42.70,0.74,0.68,0.13,0.40,83.35,0.22,0.31,59.91
Song_8987,0,8,1,0.30,-19.20,0.60,0.48,0.42,0.85,69.72,0.07,0.53,59.82
Song_8988,0,6,0,0.85,-55.90,0.09,0.79,1.00,0.05,191.95,0.49,0.84,60.08
Song_8989,1,7,1,0.42,-16.45,0.59,0.78,0.50,0.36,150.81,0.62,0.98,58.95
Song_8990,1,2,0,0.99,-26.21,0.16,0.94,0.92,0.59,138.84,0.13,0.39,62.37
Song_8991,1,4,0,0.15,-45.01,0.98,0.14,0.70,0.52,119.26,0.11,0.16,63.14
Song_8992,0,2,0,0.46,-20.72,0.26,0.52,0.89,0.73,121.71,0.08,0.36,60.14
Song_8993,0,6,1,0.73,-51.89,0.70,0.79,0.63,0.88,101.58,0.66,0.35,59.93
Song_8994,0,5,1,0.01,-39.97,0.66,0.43,0.81,0.76,147.45,0.93,0.35,59.72
Song_8995,0,10,1,0.15,-35.95,0.69,0.63,0.30,0.31,62.16,0.92,0.25,60.03
Song_8996,1,2,0,0.02,-13.37,0.43,0.82,0.37,0.97,136.18,0.81,0.55,61.21
Song_8997,0,8,0,0.99,-41.47,0.07,0.47,0.96,0.92,68.13,0.37,0.97,59.65
Song_8998,1,11,1,0.76,-57.06,0.98,0.41,0.27,0.63,161.36,0.57,0.05,62.09
Song_8999,0,0,1,0.37,-49.16,0.19,0.18,0.42,0.51,194.70,1.00,0.57,60.46
Song_9000,1,9,0,0.16,-23.51,0.77,0.82,0.65,0.52,85.93,0.83,0.96,62.11
Song_9001,0,2,0,0.09,-59.08,0.14,0.80,0.39,0.74,98.42,0.09,0.42,60.87
Song_9002,1,10,0,0.53,-12.47,0.28,0.74,0.02,0.48,135.41,0.00,0.55,62.54
Song_9003,0,9,1,0.98,-5.93,0.56,0.39,0.79,0.99,128.58,0.38,0.11,61.37
Song_9004,1,10,0,0.67,-30.28,0.41,0.58,0.34,0.71,174.28,0.03,0.59,62.21
Song_9005,0,6,0,0.37,-17.54,0.96,0.12,0.23,0.24,77.59,0.76,0.39,59.96
Song_9006,1,2,0,0.50,-32.24,0.85,0.32,0.51,0.66,137.45,0.61,0.73,61.42
Song_9007,1,2,1,1.00,-41.47,0.92,0.44,0.01,0.48,189.11,0.66,0.50,64.41
Song_9008,0,1,1,0.52,-50.11,0.64,0.04,0.86,0.16,153.39,0.92,0.11,60.75
Song_9009,1,8,1,0.96,-28.91,0.22,0.10,0.26,0.52,97.64,0.99,0.16,63.07
Song_9010,0,10,0,0.02,-4.21,0.52,0.83,0.92,0.86,68.77,0.32,0.88,60.51
Song_9011,0,3,0,0.72,-6.60,0.77,0.97,0.68,0.02,118.67,0.14,0.60,60.17
Song_9012,0,9,0,0.63,-4.82,0.06,0.32,0.55,0.85,125.38,0.03,0.07,62.05
Song_9013,1,5,0,0.69,-2.02,0.86,0.11,0.81,0.69,78.63,0.87,0.31,61.50
Song_9014,1,1,1,0.57,-50.08,0.63,0.94,0.99,0.73,127.23,0.29,0.76,61.75
Song_9015,0,8,0,0.04,-51.21,0.72,0.91,0.25,0.89,154.74,0.03,0.58,59.95
Song_9016,0,6,0,0.15,-34.33,0.69,0.65,0.36,0.94,126.57,0.60,0.88,60.09
Song_9017,1,9,1,0.92,-18.64,0.85,0.34,0.48,0.30,91.73,0.40,0.29,60.59
Song_9018,1,4,0,0.23,-33.62,0.09,0.11,0.54,0.92,194.18,0.87,0.87,62.24
Song_9019,1,6,0,0.99,-6.46,0.38,0.94,0.55,0.22,76.09,0.10,0.42,61.74
Song_9020,0,3,0,0.68,-16.96,0.50,0.92,0.55,0.14,145.17,0.60,0.97,59.93
Song_9021,0,9,1,0.44,-21.96,0.55,0.74,0.83,0.55,162.10,0.79,0.85,59.44
Song_9022,0,6,0,0.92,-55.74,0.94,0.93,0.40,0.93,97.78,0.87,0.92,60.38
Song_9023,0,1,1,0.79,-49.48,0.04,0.14,0.01,0.05,113.14,0.07,0.84,62.46
Song_9024,0,6,0,0.43,-34.31,0.87,0.11,0.88,0.53,121.08,0.78,0.74,59.39
Song_9025,1,3,1,0.07,-1.42,0.55,0.19,0.66,0.68,150.58,0.80,0.80,61.10
Song_9026,0,3,1,0.87,-39.94,0.55,0.22,0.19,0.75,131.72,0.26,0.56,61.17
Song_9027,1,0,1,0.77,-22.20,0.32,0.83,0.03,0.50,86.77,0.30,0.39,64.23
Song_9028,1,11,0,0.79,-0.67,0.64,0.92,0.32,0.57,184.95,0.92,0.41,62.09
Song_9029,0,2,0,0.74,-44.16,0.65,0.22,0.12,0.45,111.02,0.63,0.43,61.16
Song_9030,1,4,1,0.28,-50.00,0.19,0.46,0.90,0.72,113.56,0.03,0.50,62.88
Song_9031,0,4,1,0.86,-27.22,0.68,0.45,0.28,0.38,171.98,0.82,0.68,59.75
Song_9032,1,1,0,0.00,-26.89,0.27,0.18,0.71,0.28,134.96,0.97,0.37,62.10
Song_9033,0,3,1,0.24,-4.69,0.69,0.85,0.66,0.26,92.39,0.41,0.68,60.72
Song_9034,0,0,0,0.05,-58.41,0.61,0.52,0.71,0.65,188.03,0.75,0.34,60.23
Song_9035,1,8,0,0.11,-35.56,0.72,0.57,0.53,0.92,172.73,0.72,0.57,62.52
Song_9036,0,0,1,0.53,-41.26,0.02,0.26,0.73,0.27,143.99,0.40,0.66,62.29
Song_9037,1,5,1,0.04,-25.74,0.13,0.56,0.51,0.25,131.69,0.45,0.39,63.51
Song_9038,0,6,0,0.18,-59.44,0.84,0.79,0.38,0.72,154.55,0.62,0.54,60.12
Song_9039,0,2,0,0.23,-17.34,0.38,0.30,0.86,0.01,110.52,0.17,0.02,60.58
Song_9040,0,11,0,0.66,-30.90,0.84,0.11,0.46,0.83,157.17,0.51,0.48,59.12
Song_9041,1,0,1,0.47,-17.96,0.06,0.58,0.57,0.38,65.36,0.34,0.82,61.75
Song_9042,1,6,0,0.46,-33.13,0.77,0.64,0.47,0.90,115.97,0.08,0.30,62.06
Song_9043,0,2,1,0.77,-31.55,0.08,0.20,0.78,0.71,146.44,0.20,0.27,60.30
Song_9044,1,9,1,0.46,-6.27,0.47,0.25,0.54,0.79,146.99,0.50,0.77,61.69
Song_9045,0,11,0,0.35,-47.35,0.94,0.15,0.47,0.17,69.99,0.91,0.32,60.56
Song_9046,1,11,1,0.96,-46.95,0.08,0.92,0.26,0.36,160.75,0.86,0.39,61.70
Song_9047,1,5,1,0.01,-26.43,0.35,0.21,0.91,0.28,71.87,0.92,0.82,62.31
Song_9048,0,11,1,0.31,-20.39,0.52,0.01,0.86,0.72,163.72,0.24,0.06,59.90
Song_9049,0,5,1,0.61,-38.72,0.90,0.84,0.43,0.02,187.68,0.83,0.93,59.63
Song_9050,0,11,0,0.78,-28.83,0.33,0.80,0.66,0.62,196.55,0.34,0.20,60.20
Song_9051,0,3,0,0.82,-46.33,0.81,0.46,0.51,0.87,144.49,0.96,0.22,59.96
Song_9052,0,11,1,0.05,-51.85,0.72,0.80,0.18,0.04,159.97,0.26,0.77,60.46
Song_9053,1,10,1,0.71,-45.70,0.31,0.45,0.38,0.29,92.74,0.33,0.12,63.77
Song_9054,1,5,1,0.72,-5.02,0.34,0.22,0.85,0.21,112.43,0.01,0.14,62.55
Song_9055,0,10,1,0.21,-11.89,0.19,0.43,0.80,1.00,61.71,0.92,0.09,60.29
Song_9056,0,9,1,0.11,-51.59,0.69,0.49,0.10,0.99,171.71,0.61,0.60,61.59
Song_9057,0,3,0,0.75,-57.21,0.56,0.01,0.08,0.12,156.54,0.31,0.84,62.00
Song_9058,1,7,0,0.25,-54.41,0.15,0.11,0.85,0.19,96.12,0.14,0.18,64.34
Song_9059,0,8,0,0.00,-42.39,0.62,0.87,0.90,0.02,128.61,0.65,0.40,60.99
Song_9060,0,1,0,0.22,-11.32,0.50,0.39,0.29,0.57,161.98,0.10,0.68,61.18
Song_9061,1,6,1,0.03,-40.72,0.09,0.33,0.35,0.69,153.32,0.15,0.31,63.45
Song_9062,1,8,1,0.25,-48.86,0.95,0.89,0.34,0.65,104.89,0.51,0.19,62.51
Song_9063,1,8,0,0.34,-36.25,0.83,0.15,0.13,0.26,111.76,0.13,0.91,63.74
Song_9064,1,11,0,0.27,-52.56,0.07,0.22,0.75,0.20,81.59,0.09,0.70,64.56
Song_9065,0,4,0,0.92,-31.79,0.93,0.83,0.37,0.06,79.27,0.69,0.93,60.12
Song_9066,1,0,1,0.23,-19.47,0.92,0.28,0.84,0.63,116.68,0.46,0.78,60.95
Song_9067,1,5,1,0.47,-37.87,0.04,0.63,0.88,0.25,127.15,0.05,0.35,64.84
Song_9068,0,7,1,0.96,-49.58,0.20,0.74,0.91,0.09,193.10,0.05,0.03,60.32
Song_9069,0,0,0,0.88,-32.81,0.70,0.22,0.82,0.35,130.76,0.96,0.47,59.38
Song_9070,0,1,0,0.31,-14.25,0.93,0.25,0.79,0.15,86.57,0.05,0.37,60.37
Song_9071,1,0,1,0.33,-55.40,0.82,0.52,0.45,0.51,83.69,0.44,0.51,61.93
Song_9072,0,4,1,0.59,-55.74,0.28,0.79,0.03,0.15,108.34,0.39,0.01,61.34
Song_9073,1,1,1,0.92,-40.91,0.03,0.55,0.11,0.99,188.63,0.50,0.53,64.82
Song_9074,1,9,0,0.01,-35.10,0.47,0.07,0.53,0.34,171.14,0.88,0.41,62.27
Song_9075,1,9,1,0.39,-47.01,0.09,0.35,0.36,0.47,129.14,0.68,0.68,64.25
Song_9076,0,3,1,0.85,-58.39,0.25,0.33,0.83,0.60,193.81,0.78,0.27,60.62
Song_9077,1,0,0,0.41,-46.83,0.64,0.81,0.56,0.85,90.17,0.43,0.82,62.53
Song_9078,0,6,1,0.72,-33.88,0.50,0.29,0.10,0.95,120.84,0.56,0.93,60.22
Song_9079,0,7,1,0.69,-55.23,0.38,0.90,0.48,0.37,60.14,0.07,0.17,60.32
Song_9080,0,4,1,0.21,-17.05,0.93,0.33,0.82,0.42,181.33,0.07,0.65,59.26
Song_9081,1,1,1,0.45,-26.87,0.19,0.19,0.86,0.15,82.10,0.87,0.63,62.99
Song_9082,1,7,0,0.57,-33.93,0.49,0.54,0.17,0.19,194.08,0.51,0.34,63.15
Song_9083,1,0,1,0.72,-28.88,0.57,0.39,0.10,0.72,131.01,0.11,0.11,61.91
Song_9084,0,6,0,0.82,-20.65,0.32,0.65,0.39,0.44,199.15,0.07,0.67,60.74
Song_9085,1,0,1,0.76,-0.31,0.71,0.92,0.07,0.84,135.78,0.92,0.46,61.59
Song_9086,1,11,0,0.03,-13.49,0.87,0.94,0.73,0.53,123.76,0.17,0.19,59.93
Song_9087,1,5,1,0.67,-27.58,0.54,0.23,0.45,0.28,126.10,0.43,0.06,62.58
Song_9088,1,5,1,0.50,-13.77,0.78,0.16,0.20,0.68,177.01,0.78,0.95,60.31
Song_9089,1,4,0,0.57,-31.49,0.06,0.94,0.10,0.47,110.73,0.87,0.41,62.70
Song_9090,0,1,1,0.37,-41.35,0.15,0.81,0.93,0.89,179.47,0.86,0.75,60.30
Song_9091,0,1,1,0.71,-44.28,0.46,0.26,0.04,0.37,184.09,0.88,0.14,61.03
Song_9092,0,8,0,0.67,-36.03,0.92,0.80,0.10,0.25,100.44,0.15,0.62,60.02
Song_9093,0,4,1,0.58,-59.86,0.53,0.74,0.23,0.44,189.76,0.43,0.03,60.17
Song_9094,1,4,1,0.86,-49.38,0.43,0.25,0.09,0.85,86.69,0.66,0.42,63.68
Song_9095,0,6,1,0.10,-52.41,0.60,0.91,0.64,0.82,175.72,0.90,0.25,60.18
Song_9096,1,5,1,0.30,-2.38,0.12,0.32,0.22,0.89,83.62,0.43,0.34,62.62
Song_9097,0,1,1,0.50,-56.11,0.65,0.48,0.48,0.85,160.48,0.62,0.62,60.41
Song_9098,0,10,0,0.96,-29.94,0.09,0.61,0.86,0.33,196.59,0.96,0.35,58.88
Song_9099,0,0,0,0.07,-4.82,0.58,0.19,0.82,0.59,70.66,0.96,0.25,60.09
Song_9100,1,4,1,0.34,-23.55,0.71,0.61,0.15,0.79,87.49,0.67,0.71,62.39
Song_9101,1,3,1,0.93,-30.28,0.41,0.71,0.09,0.84,109.43,0.50,0.54,62.29
Song_9102,0,11,0,0.90,-15.42,0.91,0.10,0.66,0.40,110.42,0.57,0.63,59.71
Song_9103,1,2,0,0.87,-38.80,0.15,0.38,0.21,0.51,85.50,0.90,0.38,62.27
Song_9104,0,1,0,0.31,-48.38,0.17,0.61,0.78,0.29,129.56,0.69,0.26,61.01
Song_9105,0,9,0,0.85,-9.16,0.52,0.93,0.43,0.70,170.70,0.24,0.25,60.46
Song_9106,0,1,0,0.51,-56.61,0.93,0.89,0.15,0.67,172.37,0.19,0.99,59.53
Song_9107,1,3,0,0.62,-11.53,0.39,0.17,0.97,0.59,125.27,0.17,0.67,60.86
Song_9108,0,1,1,0.24,-53.80,0.93,0.61,0.06,0.63,103.89,0.60,0.10,61.30
Song_9109,0,3,1,0.71,-22.47,0.69,0.10,0.12,0.90,93.83,0.64,0.64,59.28
Song_9110,0,2,1,0.33,-31.38,0.78,0.29,0.81,0.82,160.17,0.08,0.10,58.95
Song_9111,1,8,1,0.34,-0.09,0.94,0.60,0.45,0.12,71.93,0.75,0.30,61.69
Song_9112,0,6,1,0.64,-36.72,0.57,0.08,0.94,0.64,136.34,0.55,0.85,59.39
Song_9113,1,10,0,0.24,-2.56,0.64,0.89,0.11,0.16,135.80,0.30,0.91,60.77
Song_9114,0,11,0,0.22,-35.77,0.58,0.83,0.16,0.15,75.79,0.96,0.86,60.26
Song_9115,1,2,0,0.37,-19.10,0.78,0.47,0.00,0.45,125.97,0.49,0.55,62.90
Song_9116,0,7,0,0.78,-21.38,0.27,0.49,0.22,0.49,94.97,0.48,0.45,60.56
Song_9117,0,8,0,0.22,-54.81,0.79,0.88,0.66,0.10,83.31,0.44,0.25,60.26
Song_9118,1,6,0,0.79,-15.40,0.71,0.05,0.72,0.51,71.49,0.56,0.80,60.91
Song_9119,1,5,1,0.70,-47.48,0.60,0.14,0.43,0.18,87.07,0.05,0.62,63.43
Song_9120,0,3,1,0.68,-36.69,0.04,0.31,0.26,0.55,150.29,0.05,0.53,61.26
Song_9121,1,4,0,0.47,-13.07,0.77,0.36,0.72,0.83,162.11,0.46,0.26,60.86
Song_9122,0,7,1,0.75,-3.34,0.13,0.99,0.17,0.09,92.00,0.77,0.31,60.74
Song_9123,0,2,0,0.01,-26.41,0.96,0.15,0.77,0.40,140.33,0.52,0.25,59.65
Song_9124,0,1,1,0.31,-28.84,0.08,0.30,0.79,0.23,112.02,0.92,0.64,60.09
Song_9125,1,2,0,0.68,-29.70,0.72,0.83,0.44,0.57,135.82,0.64,0.61,61.62
Song_9126,0,11,0,0.99,-11.01,0.36,0.78,0.19,0.89,94.47,0.01,0.17,61.70
Song_9127,1,6,1,0.00,-0.41,0.74,0.65,0.63,0.20,66.43,0.45,0.33,59.96
Song_9128,0,7,0,0.51,-21.98,0.52,0.33,0.85,0.68,105.76,0.55,0.02,59.16
Song_9129,1,0,1,0.92,-37.28,0.63,0.12,0.53,0.09,82.50,0.02,0.18,64.72
Song_9130,1,6,1,0.86,-46.88,0.08,0.98,0.46,0.55,162.80,0.11,0.53,62.92
Song_9131,0,8,0,0.02,-48.07,0.97,0.25,0.98,0.68,162.25,1.00,0.38,60.19
Song_9132,1,11,0,0.53,-8.63,0.00,0.84,0.54,0.67,70.18,0.68,0.59,61.94
Song_9133,0,2,0,0.00,-0.46,0.94,0.90,0.03,0.74,115.54,0.68,0.42,60.20
Song_9134,0,2,1,0.79,-18.12,0.57,0.44,0.50,0.42,73.00,0.57,0.09,59.39
Song_9135,0,7,1,0.31,-2.65,0.26,0.85,0.45,0.76,160.08,0.90,0.67,61.09
Song_9136,0,3,0,0.77,-39.00,0.64,0.28,0.29,0.47,62.57,0.29,0.94,60.85
Song_9137,0,7,0,0.94,-22.34,0.67,0.89,0.32,0.32,121.32,0.85,0.27,60.66
Song_9138,1,4,0,0.98,-29.30,0.73,0.64,0.93,0.32,81.34,0.10,0.21,62.27
Song_9139,0,2,0,0.89,-31.08,0.02,0.19,0.13,0.18,153.08,0.97,0.84,60.17
Song_9140,1,3,0,0.20,-22.06,0.98,0.79,0.76,0.72,89.95,0.82,0.27,62.02
Song_9141,1,3,0,0.19,-41.38,0.62,0.91,0.90,0.16,116.93,0.00,0.38,62.58
Song_9142,0,7,0,0.63,-21.56,0.38,0.57,0.26,0.64,60.71,0.06,0.22,59.99
Song_9143,1,5,1,0.54,-19.63,0.57,0.76,0.07,0.67,198.45,0.08,0.63,62.40
Song_9144,0,6,1,0.01,-9.83,0.18,0.79,0.31,0.29,165.57,0.68,0.45,60.69
Song_9145,1,8,0,0.39,-16.17,0.25,0.79,0.43,0.49,83.02,0.68,0.37,60.53
Song_9146,1,5,0,0.91,-40.81,0.09,0.45,0.95,0.67,122.13,0.08,0.26,63.45
Song_9147,1,2,1,0.90,-32.95,0.88,0.74,0.43,0.00,129.75,0.45,0.95,61.26
Song_9148,0,2,0,0.20,-52.78,0.25,0.55,0.09,0.27,91.64,0.24,0.09,61.67
Song_9149,1,10,1,0.38,-44.56,0.74,0.41,0.15,0.38,71.89,0.40,0.27,62.00
Song_9150,0,2,1,0.56,-28.74,0.27,0.17,0.35,0.93,139.73,0.24,0.35,60.10
Song_9151,1,11,0,0.85,-53.95,0.15,0.91,0.18,0.46,176.92,0.42,0.82,63.14
Song_9152,1,9,1,0.53,-25.76,0.11,0.41,0.06,0.51,140.05,0.64,0.95,63.86
Song_9153,1,1,1,0.97,-36.58,0.86,0.24,0.18,0.66,148.31,0.15,0.01,62.73
Song_9154,1,0,0,0.80,-57.91,0.12,0.24,0.11,0.45,142.71,0.22,0.96,64.92
Song_9155,0,10,0,0.95,-33.93,0.09,0.24,0.20,0.43,123.90,0.36,0.96,60.64
Song_9156,0,9,1,0.73,-43.13,0.01,0.00,1.00,0.97,80.62,0.98,0.91,61.11
Song_9157,1,0,0,0.88,-55.98,0.37,0.44,0.45,0.81,88.33,0.64,0.92,63.15
Song_9158,1,3,1,0.83,-42.40,0.94,0.89,0.66,0.70,105.89,0.92,0.80,61.45
Song_9159,0,2,1,0.25,-42.35,0.91,0.03,0.17,0.48,101.18,0.86,0.30,60.60
Song_9160,0,4,1,0.23,-38.70,0.12,0.96,0.85,0.35,133.02,0.56,0.80,60.13
Song_9161,0,11,1,0.86,-38.01,0.01,0.18,0.27,0.59,118.91,0.28,0.49,62.00
Song_9162,0,8,1,0.08,-34.21,0.75,0.72,0.98,0.45,149.16,0.26,0.54,58.94
Song_9163,1,11,1,0.41,-54.48,0.31,0.79,0.84,0.47,177.65,0.57,0.02,63.43
Song_9164,1,7,0,0.82,-59.68,0.83,0.74,0.95,0.22,66.88,0.56,0.48,62.94
Song_9165,0,11,0,0.81,-15.84,0.22,0.34,0.67,0.79,124.74,0.56,0.27,59.99
Song_9166,0,8,0,0.14,-39.76,0.49,0.70,0.66,0.79,90.19,0.37,0.34,60.43
Song_9167,0,4,0,0.49,-23.18,0.03,0.47,0.84,0.30,187.43,0.71,0.48,60.64
Song_9168,0,7,1,0.48,-41.58,0.89,0.15,0.72,0.29,136.22,0.41,0.69,59.95
Song_9169,0,3,1,0.32,-0.95,0.18,0.20,0.61,0.28,183.79,0.35,0.08,61.74
Song_9170,0,4,1,0.92,-41.07,0.29,0.03,0.36,0.16,153.85,0.51,0.60,61.20
Song_9171,1,11,1,0.65,-23.70,0.48,0.33,0.22,0.86,78.94,0.89,0.30,61.47
Song_9172,1,2,1,0.98,-46.80,0.27,0.73,0.78,0.27,178.55,0.71,0.83,62.28
Song_9173,1,4,0,0.07,-28.93,0.04,0.97,0.39,0.70,104.44,0.81,0.89,62.90
Song_9174,0,11,0,0.39,-25.24,0.03,0.13,0.06,0.10,164.10,0.53,0.10,60.70
Song_9175,0,2,0,0.84,-49.03,0.96,0.35,0.48,0.74,131.19,0.54,0.87,60.66
Song_9176,0,4,1,0.42,-52.58,0.33,0.18,0.66,0.15,162.23,0.86,0.54,60.82
Song_9177,1,10,1,0.26,-1.58,0.33,0.76,0.02,0.16,133.86,0.15,0.16,61.86
Song_9178,0,4,0,1.00,-6.40,0.92,0.92,0.71,0.83,189.91,0.96,0.01,61.20
Song_9179,0,5,1,0.87,-20.40,0.84,0.11,0.22,0.29,131.42,0.52,0.60,59.55
Song_9180,1,8,1,0.55,-8.34,0.69,0.90,0.22,0.17,68.50,0.33,0.53,60.37
Song_9181,0,0,0,0.56,-54.27,0.66,0.27,0.56,0.54,123.31,0.31,0.72,60.76
Song_9182,1,11,1,0.01,-16.24,0.80,0.22,0.34,0.07,195.44,0.04,0.51,61.38
Song_9183,1,9,0,0.98,-42.86,0.17,0.06,0.45,0.71,170.54,0.29,0.02,64.59
Song_9184,0,5,0,0.81,-27.63,0.66,0.08,0.51,0.84,148.42,0.43,0.43,59.79
Song_9185,1,0,0,0.04,-14.11,0.10,0.07,0.92,0.25,81.18,0.70,0.84,60.99
Song_9186,0,5,0,0.18,-57.99,0.13,0.45,0.20,0.70,85.64,0.28,0.38,61.63
Song_9187,1,1,1,0.82,-18.31,0.24,0.66,0.46,0.05,161.13,0.66,0.26,61.81
Song_9188,0,7,1,0.09,-33.91,0.71,0.18,0.79,0.48,162.29,0.60,0.29,59.68
Song_9189,1,10,1,0.94,-33.62,0.89,0.22,0.21,0.95,112.27,0.45,0.11,62.42
Song_9190,0,2,0,1.00,-5.56,0.69,0.17,0.08,0.54,199.23,0.01,0.38,62.71
Song_9191,1,9,1,0.89,-8.42,0.42,0.81,0.02,0.41,156.80,0.59,0.78,61.45
Song_9192,1,5,0,0.74,-56.55,0.51,0.14,0.10,0.01,185.23,0.11,0.06,64.54
Song_9193,1,5,1,0.49,-22.90,0.71,0.07,0.27,0.26,66.48,0.01,0.92,62.79
Song_9194,0,3,1,0.08,-33.85,0.61,0.04,0.41,0.43,147.30,0.10,0.45,60.52
Song_9195,0,4,0,0.73,-52.93,0.53,0.04,0.59,0.38,164.93,0.19,0.66,60.64
Song_9196,1,1,1,0.40,-8.94,0.24,0.55,0.20,0.44,171.63,0.49,0.37,61.74
Song_9197,0,9,0,0.57,-55.71,0.62,0.09,0.27,0.02,154.14,0.75,0.27,61.55
Song_9198,1,9,0,0.29,-58.07,0.02,0.22,0.70,0.53,144.83,0.94,0.09,64.55
Song_9199,0,7,1,0.24,-48.15,0.56,0.83,0.91,0.25,164.46,0.29,0.47,60.34
Song_9200,1,9,1,0.32,-41.80,0.82,0.97,0.14,0.40,65.39,0.56,0.42,62.54
Song_9201,0,6,1,0.81,-56.35,0.18,0.86,0.47,0.89,165.19,1.00,0.57,59.93
Song_9202,1,9,1,0.43,-21.52,0.11,0.96,0.30,0.83,106.14,0.59,0.40,63.72
Song_9203,1,5,0,0.31,-33.77,0.97,0.67,0.53,0.40,166.54,0.59,0.45,62.01
Song_9204,1,6,0,0.43,-35.27,0.84,0.99,0.12,0.05,168.79,0.16,0.79,62.24
Song_9205,1,11,1,0.03,-51.28,0.30,0.50,0.27,0.89,98.72,0.31,0.13,64.86
Song_9206,0,0,1,0.89,-33.73,0.21,0.79,0.71,0.40,160.12,0.19,0.41,59.87
Song_9207,1,4,1,0.55,-36.59,0.33,0.97,0.82,0.48,106.05,0.93,0.14,62.39
Song_9208,0,6,0,0.10,-36.98,0.43,0.71,0.62,0.09,161.47,0.46,0.94,60.56
Song_9209,0,0,1,0.29,-46.89,0.82,0.96,0.94,0.69,86.58,0.36,0.83,59.82
Song_9210,1,1,0,0.98,-54.33,0.24,0.25,0.65,0.71,70.87,0.73,0.85,63.37
Song_9211,0,8,1,0.59,-44.36,0.72,0.30,0.75,0.41,142.35,0.35,0.14,59.82
Song_9212,0,11,1,0.29,-19.96,0.93,0.40,0.36,0.89,87.03,0.87,0.88,59.34
Song_9213,0,2,0,0.43,-55.62,0.38,0.46,0.17,0.05,185.25,0.68,0.14,61.05
Song_9214,1,5,0,0.26,-37.06,0.03,0.90,0.66,0.31,82.16,0.04,0.47,64.31
Song_9215,0,6,1,0.03,-29.14,0.83,0.89,0.92,0.21,144.99,0.56,0.10,59.75
Song_9216,0,8,0,0.84,-2.21,0.71,0.66,0.98,0.70,157.61,0.82,0.93,60.77
Song_9217,1,4,0,0.29,-9.37,0.15,0.23,0.45,0.20,60.35,0.94,0.98,61.92
Song_9218,1,3,1,0.84,-5.00,0.60,0.24,0.54,0.70,181.73,0.30,0.42,61.74
Song_9219,0,10,0,0.48,-10.80,0.82,0.63,0.31,0.80,161.74,0.29,0.95,60.16
Song_9220,1,11,0,0.18,-24.65,0.18,0.50,0.67,0.78,167.73,0.55,0.09,63.12
Song_9221,0,1,1,0.80,-8.35,0.22,0.26,0.77,0.03,67.88,0.02,0.91,61.19
Song_9222,0,2,1,0.38,-26.09,0.20,0.17,0.04,0.93,109.29,0.30,0.34,61.70
Song_9223,0,4,0,0.71,-38.54,1.00,0.72,0.85,0.71,149.92,0.77,0.67,59.69
Song_9224,1,10,1,0.84,-37.66,0.23,0.81,0.51,0.81,92.05,0.86,0.36,61.89
Song_9225,0,1,0,0.96,-26.07,0.27,0.26,0.58,0.65,176.48,0.39,0.60,60.49
